URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
20,https://insights.blackcoffer.com/impact-of-covid-19-on-engineering-and-medical-college-during-this-pandemic-lockdown/,17,31,-0.2916666605902779,0.11822660069402315,16.61996676006648,4.831392539888058,11.47937924391465,16.61996676006648,172,406,1.7448854699295464,26,4.453125
21,https://insights.blackcoffer.com/how-is-login-logout-time-tracking-for-employees-in-office-done-by-ai/,22,8,0.4666666511111116,0.07772020705253832,35.8998205008975,4.126434410095166,18.486362610454165,35.8998205008975,174,386,1.9108632436123616,4,4.761421319796955
22,https://insights.blackcoffer.com/how-does-ai-help-to-monitor-retail-shelf-watches/,27,8,0.5428571273469392,0.09668508260584231,31.399843000784998,3.6300557051701126,16.18999290548411,31.399843000784998,173,362,2.0047767508317276,2,4.942363112391931
23,https://insights.blackcoffer.com/ai-and-its-impact-on-the-fashion-industry/,87,20,0.626168218447026,0.10625620644860356,45.07488731278171,3.447418078887557,21.477373004000242,45.07488731278171,523,1007,2.0127564052825067,12,4.979282465891864
24,https://insights.blackcoffer.com/how-do-deep-learning-models-predict-old-and-new-drugs-that-are-successfully-treated-in-healthcare/,14,0,0.9999999285714337,0.05932203364694054,31.071206634238326,3.3984348449727775,15.82691749866811,31.071206634238326,128,236,2.039079991016094,1,4.928571428571429
25,https://insights.blackcoffer.com/how-artificial-intelligence-can-boost-your-productivity-level/,57,20,0.4805194742789679,0.12087912068935774,25.729113064347782,3.8958978246379106,14.187543050377023,25.729113064347782,317,637,1.9457488303037385,26,4.443205574912892
26,https://insights.blackcoffer.com/how-are-genetic-sequencing-maps-affected-by-deep-learning-and-ai/,49,11,0.633333322777778,0.0933125970555014,28.64095220268666,2.9866302174785515,14.443011098553217,28.64095220268666,374,643,2.0886300726383107,3,4.915739268680445
27,https://insights.blackcoffer.com/how-is-ai-used-to-solve-traffic-management/,64,48,0.14285714158163268,0.13130128941230798,27.099945800108397,3.39598912381225,14.235967443855609,27.099945800108397,399,853,2.0944647900763993,1,5.0225952227243384
28,https://insights.blackcoffer.com/benefits-of-big-data-in-different-fields/,60,16,0.5789473608033242,0.07472959678001023,37.51055848817343,3.2953264868548624,18.299549882124236,37.51055848817343,535,1017,2.0368688578066445,9,4.995422177009155
29,https://insights.blackcoffer.com/how-big-data-will-impact-the-future-of-business/,80,13,0.7204300997803216,0.10333333321851852,28.87267477695495,3.736469709065951,15.285539619847931,28.87267477695495,425,900,2.0075565486425346,3,4.96748431260696
30,https://insights.blackcoffer.com/how-will-ai-make-decisions-in-tomorrows-wars/,27,25,0.03846153772189351,0.17333333275555557,23.519905920376317,4.027394501784587,13.435356869935113,23.519905920376317,146,300,1.8979588608913502,1,4.548484848484849
31,https://insights.blackcoffer.com/which-one-is-better-ai-or-big-data/,32,4,0.7777777561728402,0.10374639739554352,27.608575614888633,3.489009071973037,14.53243931792849,27.608575614888633,182,347,2.129133522971099,2,4.842323651452282
32,https://insights.blackcoffer.com/how-robots-can-help-in-e-learning-platforms/,40,38,0.02564102531229455,0.11287988406240249,24.982412311557347,4.549519313252616,14.542484237875556,24.982412311557347,313,691,1.8314605455435011,31,4.474953617810761
33,https://insights.blackcoffer.com/how-does-big-data-help-in-finance-and-the-growth-of-large-firms/,34,22,0.21428571045918376,0.09271523163457743,24.416615798717086,3.9594581218046887,13.726104441291524,24.416615798717086,296,604,1.8788394301331546,4,4.650196078431373
34,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,22,8,0.4666666511111116,0.10344827550535078,24.65206673014465,3.5886053236675166,13.449432015725378,24.65206673014465,158,290,2.015872660339919,5,4.84433962264151
35,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,43,54,-0.1134020606865767,0.14327917260963194,18.328923251416775,4.158207713967847,11.489777014534557,18.328923251416775,335,677,1.870782349549006,10,4.564413265306122
36,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,39,13,0.49999999038461557,0.11158798259315883,33.9284502555348,4.2035379630362995,17.77491806525022,33.9284502555348,226,466,1.8410524377839539,6,4.5948026948989416
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,86,35,0.4214875998224165,0.11111111100908069,33.84899273774955,3.0614329246701497,16.60103001976997,33.84899273774955,586,1089,2.1198438060287734,1,5.176880916791231
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,81,39,0.34999999708333335,0.17964071829395103,21.696936822822995,4.57507841051808,13.25385313964728,21.696936822822995,313,668,1.7995808799175363,6,4.325382262996942
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,77,42,0.2941176445872467,0.1314917125618876,25.223842949488134,3.206830511037854,13.296367690833108,25.223842949488134,527,905,2.073372658380316,3,5.009569377990431
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,76,30,0.4339622600569598,0.133838383669396,21.207764665240692,4.498621350242052,12.98172721633833,21.207764665240692,363,792,1.8524187475554963,18,4.561151079136691
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,73,30,0.4174757241021774,0.11444444431728396,24.80278196791272,4.172984793131566,14.094097580296655,24.80278196791272,422,900,1.8637136931451623,16,4.610383064516129
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,63,28,0.38461538038884197,0.14467408562054995,25.313675855537536,4.15112406716268,14.276594409377696,25.313675855537536,311,629,1.8706427675722102,20,4.583617747440273
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,33,11,0.4999999886363639,0.11764705850896509,17.61900566903412,4.228569012246279,11.276171279859927,17.61900566903412,175,374,1.833783535975198,7,4.547058823529412
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,70,47,0.19658119490101544,0.16137931012223544,27.472677322404866,4.151097760687429,15.140168689649375,27.472677322404866,364,725,1.8716080826202461,17,4.59
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,39,15,0.44444443621399193,0.1455525602545753,24.43325188916037,4.639237570102804,14.412538325766953,24.43325188916037,158,371,1.781718720092944,2,4.485037406483791
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,83,40,0.34959349309273585,0.11367837327756157,31.637635307774914,4.088014215727675,16.74306833883764,31.637635307774914,534,1082,1.8996792533358104,10,4.49855550969872
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,66,75,-0.06382978678134903,0.1332703212350942,21.21274339069852,3.9721107625277368,12.457208118807145,21.21274339069852,502,1058,1.9332998027432395,1,4.559534081104401
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,44,21,0.35384614840236694,0.10220125770094142,28.51212558018151,3.3022589541641376,14.707109186236742,28.51212558018151,354,636,2.1086396827510963,10,5.251374705420267
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,47,30,0.2207792179119582,0.11390532527528797,18.74239584485478,4.109633186168377,11.60659152411029,18.74239584485478,301,676,1.8916732504710387,6,4.55
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,79,25,0.5192307642381657,0.13454075014936515,60.21407066403334,4.3453597048042,28.430987970417537,60.21407066403334,388,773,1.8671410517709934,20,4.6709070796460175
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,85,24,0.5596330223886878,0.13038277496365697,29.981425960322294,3.8094108683739134,15.80198125250283,29.981425960322294,425,836,1.9586163089180786,11,4.806253489670575
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,25,0,0.9999999600000016,0.08620689625445897,29.941000347056782,3.2838688491168715,15.260268987939584,29.941000347056782,155,290,2.092337506416993,0,4.860103626943006
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,102,40,0.4366197152350724,0.16725559462042922,184.19815801841983,4.639797319950297,78.31906052731824,184.19815801841983,397,849,1.7557002304180114,16,4.5966386554621845
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,36,0,0.999999972222223,0.07258064501495838,29.031159277627253,3.353789402964115,14.966253114015016,29.031159277627253,277,496,2.0086111939062223,0,4.940776699029127
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,18,6,0.4999999791666675,0.060759493517064576,33.809362812558035,3.169641442124356,16.69338656714757,33.809362812558035,224,395,2.059154639555685,0,5.078651685393258
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,5,4,0.11111109876543349,0.0562499996484375,301.969803019698,3.318677671782778,124.10659887966199,301.969803019698,91,160,2.036423166747296,2,5.2948328267477205
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,55,49,0.05769230713757397,0.19961612245755064,22.844393679125155,4.031370968089816,13.169128439739879,22.844393679125155,255,521,1.929960901754776,31,4.679033649698016
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,39,79,-0.33898304797471995,0.16573033684588437,32.06969286117939,3.939998874286036,16.767876018757793,32.06969286117939,350,712,1.912980281872351,2,4.718032786885246
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,20,17,0.08108107888970058,0.09893048101890246,32.77257830646224,4.423310169748362,17.53234149233326,32.77257830646224,163,374,1.833564239450175,4,4.572851805728518
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,71,43,0.24561403293321024,0.12541254111615782,21.88633876552413,4.732185569487576,13.486721075697229,21.88633876552413,407,909,1.8369677135530782,10,4.474560592044403
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,50,4,0.8518518360768179,0.15297450381593625,23.499916071728315,3.53763250664919,12.937598935340517,23.499916071728315,186,353,1.9544069978104868,4,4.830832196452933
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,8,3,0.4545454132231443,0.050458715364868276,29.53823432127445,4.626500449999457,16.441794178509237,29.53823432127445,83,218,1.8645828477648836,0,4.6028708133971294
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,31,9,0.5499999862500004,0.06666666655555556,41.5924385465239,3.9403494946142126,20.577324913223777,41.5924385465239,285,600,1.845948188250384,4,4.547923322683706
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,27,8,0.5428571273469392,0.09915014136218091,46.76887100868455,3.3591141662352673,22.066662569709088,46.76887100868455,181,353,2.1282891236366575,1,5.015918958031838
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,32,7,0.6410256245890866,0.2294117633564014,16.78253572810553,4.020829144969641,10.733843436211853,16.78253572810553,96,170,1.9455953508820336,0,4.77803738317757
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,6,0,0.9999998333333611,0.06666666592592593,17.777580249108343,3.333326388903356,10.444358488546694,17.777580249108343,48,90,2.0312487304695432,1,5.016759776536313
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,25,37,-0.19354838397502608,0.1727019493796603,15.181790578562584,5.921981615615875,11.994697847040909,15.181790578562584,141,359,1.724550691670576,19,4.160168598524763
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,12,4,0.4999999687500019,0.18823529190311422,29.666172230462827,4.341452825724815,16.207921717909947,29.666172230462827,41,85,1.7921338246439187,1,4.432160804020101
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,64,17,0.5802469064167048,0.12480739580152944,32.628478204347985,2.9662329957836375,16.01762427752283,32.628478204347985,385,649,2.176882471376316,0,5.1508422664624804
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,13,19,-0.1874999941406252,0.11678832074164847,27.999852632354568,3.668962986922078,14.868904039863907,27.999852632354568,145,274,1.875939497003854,9,4.66723259762309
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,22,39,-0.2786885200214997,0.11914062476730347,24.318126549712385,4.592272707179095,14.31952332706405,24.318126549712385,233,512,1.7897194589047236,7,4.4743589743589745
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,34,53,-0.21839080208746206,0.09841628948142954,33.78424748186768,3.516325812994732,17.030024805741807,33.78424748186768,490,884,2.0232152046886127,19,4.916450441100156
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,54,22,0.42105262603878124,0.09382716037799116,39.72718243822173,5.096208426761392,20.987081402050087,39.72718243822173,343,810,1.7780319348951983,18,4.525894287239723
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,52,39,0.14285714128728416,0.1246575340758116,20.814255979634314,4.553123577148883,12.878825969002609,20.814255979634314,320,730,1.8050788054166915,17,4.352129574085183
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,27,4,0.7419354599375658,0.08539944880055249,16.9422751110094,4.92178495989667,11.698695004300431,16.9422751110094,179,363,1.707150771038505,1,4.236252545824847
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50,8,0.7241379185493463,0.10320284679145401,23.524551599095737,5.124998169643511,14.534818809281807,23.524551599095737,280,562,1.691985944809342,4,4.163419233186675
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,36,6,0.714285697278912,0.21105527532133028,31.4664568902874,4.104344257091951,16.69092701320691,31.4664568902874,115,199,1.832626730375693,8,4.321153846153846
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,48,16,0.49999999218750013,0.07339449532867603,33.97865110925296,3.6797226544417847,17.27118309814297,33.97865110925296,434,872,1.9724482171291036,7,4.705882352941177
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,34,73,-0.3644859779020002,0.24208144741610532,15.952355631181536,4.740563801620848,11.121506054093462,15.952355631181536,212,442,1.827860514640745,12,4.270104895104895
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,63,22,0.4823529355017302,0.17819706461593907,19.37927693228115,5.884813672872422,13.636524445784882,19.37927693228115,191,477,1.696619066137094,5,4.255663430420712
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,28,42,-0.19999999714285718,0.10785824328527235,39.26653577821407,4.970462037779731,20.67707634906536,39.26653577821407,237,649,1.7631577450630098,4,4.688180404354588
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,43,27,0.2285714253061225,0.09234828483859066,38.08097815951849,3.892264118159084,19.12465538196648,38.08097815951849,362,758,1.9616748075461456,9,4.876425855513308
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,34,83,-0.41880341522390246,0.2494669504275758,16.276898035541482,4.59999800000087,11.110757214217463,16.276898035541482,230,469,1.8383741173559436,14,4.319467554076539
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,59,36,0.2421052606094183,0.12649800249467644,35.65900986588667,4.574342689696009,18.837946636050678,35.65900986588667,343,751,1.7603568030365326,5,4.457159286946521
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,26,15,0.26829267638310544,0.09903381618590866,36.42839796000971,4.346588439438387,18.917947623442274,36.42839796000971,176,414,1.8875814526037318,1,4.725467289719626
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,37,28,0.138461536331361,0.09803921553840239,41.06882390060724,3.8794775636880905,20.30700712393099,41.06882390060724,307,663,1.950461633042684,1,4.939668174962293
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,42,51,-0.09677419250780439,0.10701956259261271,36.34034821202508,4.009388730190439,18.54552801500047,36.34034821202508,426,869,1.8735361900739935,6,4.672955974842767
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,40,18,0.3793103382877528,0.027951807215444914,18.311818111925746,4.4348952558730135,11.759622500643312,18.311818111925746,768,2075,1.7319435780404115,2,4.292676892627412
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,42,56,-0.14285714139941694,0.11408614654937585,28.803231470112344,4.203348276710939,15.724640864755877,28.803231470112344,418,859,1.8816162844839908,12,4.71675392670157
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,75,-0.4423076880547338,0.11940298493753963,30.59177430250142,3.0717206820244507,15.30843040302502,30.59177430250142,488,871,2.0900599005964042,0,5.038621509209745
91,https://insights.blackcoffer.com/human-rights-outlook/,4,3,0.1428571224489825,0.0921052619459834,40.99897502562436,4.82351522495522,21.223105235204965,40.99897502562436,34,76,1.8780476353368076,2,4.413043478260869
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,45,4,0.8367346768013332,0.09999999979591837,26.432360993618932,4.289471802863244,14.862416200310818,26.432360993618932,228,490,1.7873208806420369,2,4.31750219876869
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,52,37,0.16853932394899637,0.1098765430742265,17.61536767753108,5.019176707074875,12.065323778087308,17.61536767753108,365,810,1.78329684588991,6,4.530833744449926
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,59,17,0.5526315716759004,0.08425720611501418,24.61107692905982,3.802574291293071,13.647005062917,24.61107692905982,466,902,1.8724603909446733,5,4.5877061469265366
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,37,37,0.0,0.1316725976304758,29.555473457018174,4.3076905636880305,16.1298799464953,29.555473457018174,247,562,1.8496238863135446,4,4.647457627118644
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,21,50,-0.4084506984725254,0.06859903375014585,39.688800691554015,3.8995624673444396,19.775082743966045,39.688800691554015,458,1035,1.89921601908085,1,4.800590841949778
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,18,41,-0.38983050186727963,0.11847389534442992,28.264622751109552,4.328826878906812,15.634675979350634,28.264622751109552,222,498,1.8355877382322854,4,4.662942271880819
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,45,58,-0.12621359100763505,0.18558558525119714,17.838209061457263,4.509292003980668,11.644575628563572,17.838209061457263,269,555,1.8202801467205156,35,4.449664429530201
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,32,31,0.015873015621063243,0.11931818159220041,36.566544778184074,4.318895937442544,18.945513848716175,36.566544778184074,254,528,1.8395622753361645,12,4.736526946107785
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,25,45,-0.2857142816326531,0.09549795348499597,49.239803040787834,3.631267365407857,23.327188581722993,49.239803040787834,339,733,1.9926887089611123,4,5.038827838827839
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,5,3,0.24999996875000394,0.09195402193156296,31.33281111981467,5.222207716089677,17.75533216401555,31.33281111981467,36,87,1.7393607769357569,2,4.165876777251185
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28,51,-0.29113923682102233,0.14629629602537722,21.627408573708678,4.6540064751027534,13.304969904586226,21.627408573708678,237,540,1.800543807747615,13,4.463054187192118
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,12,29,-0.4146341362284357,0.11815561925603568,33.66647963066872,3.9350623798296236,17.401654232097112,33.66647963066872,154,347,1.892738961594231,4,4.714492753623189
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,30,61,-0.34065933691583145,0.15141430923225574,25.704487035256737,4.0249095996763,14.306704413778995,25.704487035256737,281,601,1.8921306903509558,2,4.878960194963445
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,28,38,-0.15151514921946743,0.15068493116281978,43.199827200691196,4.864862673485282,22.144793553761758,43.199827200691196,222,438,1.7444442829218256,5,4.394425675675675
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,5,3,0.24999996875000394,0.033613445236918296,54.427793888658734,3.0725781672756716,24.843695722739167,54.427793888658734,124,238,2.0131228312013567,0,5.2274881516587675
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,22,3,0.7599999696000012,0.08038585183155675,27.09078595097295,4.806447736735696,15.642762117124878,27.09078595097295,124,311,1.7516775584433628,2,4.502276176024279
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,36,62,-0.2653061197417743,0.17883211646198519,54.42076620649365,3.843864742057717,25.61217122465518,54.42076620649365,269,548,1.9284330823565685,3,4.870719178082192
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,32,31,0.015873015621063243,0.22261484020277442,39.388670062944094,7.877769024701084,23.633237049878723,39.388670062944094,90,283,1.579689481002894,39,4.096179183135705
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,10,42,-0.6153846035502961,0.09187279135711521,44.43458941482863,4.2406621408040905,22.014497906735542,44.43458941482863,241,566,1.8982385618161877,1,4.954747116237799
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,26,33,-0.11864406578569381,0.11614173205483912,29.199916571666936,4.1885228735562,15.868489502222975,29.199916571666936,244,508,1.944226815633384,0,4.917771883289125
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,36,62,-0.2653061197417743,0.17406749525032417,25.317011421923358,4.007720460339591,14.134525029108936,25.317011421923358,259,563,1.913294613362754,2,4.7201017811704835
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,30,36,-0.09090908953168046,0.09984871391853448,35.82846906151696,4.071427249536607,18.40281487414339,35.82846906151696,308,661,1.84210511625956,8,4.647435897435898
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,60,52,0.07142857079081634,0.1414141412355882,26.216622972295045,4.795730245204194,15.282379434122213,26.216622972295045,328,792,1.7717735682279996,5,4.497679814385151
